index,year,month,hour,txn_type,txn_status,error_code,remitter_bank,beneficiary_bank,payer_handle,payer_app,payee_handle,payee_app,payee_requested_amount,payee_settlement_amount,difference_amount,payer_state,payee_state,cred_type,cred_subtype,time_of_day
6266,2020,10,2,Reversal,Successful,0,North East Small Finance Bank,Baroda Gujarat Gramin Bank,WAAXIS,WhatsApp Pay,RMHDFCBANK,RealMe,51150,66495,-15345,Odisha,Haryana,Auto Loan,New Car Loan,LateNight
6271,2021,7,2,Reversal,Successful,0,Madhya Bihar Gramin Bank,North East Small Finance Bank,HDFCBANKJD,JustDial,AUBANK,BHIM AUPay(AU Small Finance Bank),70500,70500,0,Kerala,Bihar,Debit Card,Standard Debit Card,LateNight
6281,2021,4,2,Reversal,Successful,0,Indian Bank,Indian Bank,AXL,PhonePe,PAYTM,Paytm UPI App,88946,88946,0,West Bengal,Kerala,Home Loan,Fixed-Rate Mortgage,LateNight
6301,2022,3,2,Reversal,Successful,0,Punjab and Maharashtra Co-operative Bank (PMC),Yes Bank,ICICI,ICICI iMobile,MAHB,BHIM Maha UPI(Bank of Maharashtra),2960,2960,0,Haryana,Jammu and Kashmir,Line of Credit,Personal Line of Credit,LateNight
6310,2020,10,2,Reversal,Successful,0,North East Small Finance Bank,Baroda Gujarat Gramin Bank,WAAXIS,WhatsApp Pay,RMHDFCBANK,RealMe,51150,66495,-15345,Odisha,Haryana,Auto Loan,New Car Loan,LateNight
6318,2021,4,2,Reversal,Successful,0,Indian Bank,Indian Bank,AXL,PhonePe,PAYTM,Paytm UPI App,88946,88946,0,West Bengal,Kerala,Home Loan,Fixed-Rate Mortgage,LateNight
6343,2020,3,2,Reversal,Successful,0,Syndicate Bank,Ujjivan Small Finance Bank,AXISB,Cred,INDUS,BHIM Indus Pay,59774,59774,0,Bihar,Punjab,Credit Card,Balance Transfer Credit Card,LateNight
6409,2020,3,2,Reversal,Successful,0,Syndicate Bank,Ujjivan Small Finance Bank,AXISB,Cred,INDUS,BHIM Indus Pay,59774,59774,0,Bihar,Punjab,Credit Card,Balance Transfer Credit Card,LateNight
6443,2020,3,2,Reversal,Successful,0,Syndicate Bank,Ujjivan Small Finance Bank,AXISB,Cred,INDUS,BHIM Indus Pay,59774,59774,0,Bihar,Punjab,Credit Card,Balance Transfer Credit Card,LateNight
6527,2020,3,2,Reversal,Successful,0,Baroda Gujarat Gramin Bank,Utkarsh Small Finance Bank,IMOBILE,ICICI iMobile,CNRB,BHIM Canara- eMPower,15586,15586,0,Goa,Jharkhand,Auto Loan,New Car Loan,LateNight
6528,2020,3,2,Reversal,Successful,0,Baroda Gujarat Gramin Bank,Utkarsh Small Finance Bank,IMOBILE,ICICI iMobile,CNRB,BHIM Canara- eMPower,15586,15586,0,Goa,Jharkhand,Auto Loan,New Car Loan,LateNight
6537,2022,11,2,Reversal,Successful,0,Allahabad Bank,HDFC Bank,NSDL,NSDL,IMOBILE,ICICI iMobile,17968,17968,0,Odisha,Goa,Auto Loan,Used Car Loan,LateNight
6540,2020,10,2,Reversal,Successful,0,Bharatiya Mahila Bank,Axis Bank,PAYZAPP,HDFC PayZapp,POCKETS,ICICI Pockets,20132,20132,0,Jammu and Kashmir,Odisha,Personal Loan,Secured Personal Loan,LateNight
6553,2023,1,2,Reversal,Successful,0,Syndicate Bank,Ujjivan Small Finance Bank,NSDL,NSDL,JANABANK,JANABANK,32760,32760,0,Rajasthan,Jammu and Kashmir,Overdraft,Personal Overdraft,LateNight
6557,2021,5,2,Reversal,Successful,0,Fincare Small Finance Bank,Utkarsh Small Finance Bank,POSTBANK,India Post Payments Bank,AXISBANK,BHIM Axis Pay UPI App,53768,53768,0,Tamil Nadu,Odisha,Credit Card,Balance Transfer Credit Card,LateNight
6573,2021,8,2,Reversal,Successful,0,Central Bank of India,Bandhan Bank,COSMOS,COSMOS,YESBANK,BHIM YES Pay,41506,41506,0,Goa,Andhra Pradesh,Home Loan,Fixed-Rate Mortgage,LateNight
6588,2021,8,2,Reversal,Successful,0,Central Bank of India,Bandhan Bank,COSMOS,COSMOS,YESBANK,BHIM YES Pay,41506,41506,0,Goa,Andhra Pradesh,Home Loan,Fixed-Rate Mortgage,LateNight
6602,2020,10,2,Reversal,Successful,0,Bharatiya Mahila Bank,Axis Bank,PAYZAPP,HDFC PayZapp,POCKETS,ICICI Pockets,20132,26171,-6039,Jammu and Kashmir,Odisha,Personal Loan,Secured Personal Loan,LateNight
6615,2021,5,2,Reversal,Successful,0,Fincare Small Finance Bank,Utkarsh Small Finance Bank,POSTBANK,India Post Payments Bank,AXISBANK,BHIM Axis Pay UPI App,53768,53768,0,Tamil Nadu,Odisha,Credit Card,Balance Transfer Credit Card,LateNight
6623,2022,11,2,Reversal,Successful,0,Allahabad Bank,HDFC Bank,NSDL,NSDL,IMOBILE,ICICI iMobile,17968,23358,-5390,Odisha,Goa,Auto Loan,Used Car Loan,LateNight
6627,2020,10,2,Reversal,Successful,0,Bharatiya Mahila Bank,Axis Bank,PAYZAPP,HDFC PayZapp,POCKETS,ICICI Pockets,20132,26171,-6039,Jammu and Kashmir,Odisha,Personal Loan,Secured Personal Loan,LateNight
6638,2023,1,2,Reversal,Successful,0,Syndicate Bank,Ujjivan Small Finance Bank,NSDL,NSDL,JANABANK,JANABANK,32760,34342,-1582,Rajasthan,Jammu and Kashmir,Overdraft,Personal Overdraft,LateNight
6655,2021,8,2,Reversal,Successful,0,Central Bank of India,Bandhan Bank,COSMOS,COSMOS,YESBANK,BHIM YES Pay,41506,41506,0,Goa,Andhra Pradesh,Home Loan,Fixed-Rate Mortgage,LateNight
6661,2020,3,2,Reversal,Successful,0,Baroda Gujarat Gramin Bank,Utkarsh Small Finance Bank,IMOBILE,ICICI iMobile,CNRB,BHIM Canara- eMPower,15586,15586,0,Goa,Jharkhand,Auto Loan,New Car Loan,LateNight
6678,2021,5,2,Reversal,Successful,0,Fincare Small Finance Bank,Utkarsh Small Finance Bank,POSTBANK,India Post Payments Bank,AXISBANK,BHIM Axis Pay UPI App,53768,53768,0,Tamil Nadu,Odisha,Credit Card,Balance Transfer Credit Card,LateNight
6688,2023,1,2,Reversal,Successful,0,Syndicate Bank,Ujjivan Small Finance Bank,NSDL,NSDL,JANABANK,JANABANK,32760,34342,-1582,Rajasthan,Jammu and Kashmir,Overdraft,Personal Overdraft,LateNight
6701,2022,11,2,Reversal,Successful,0,Allahabad Bank,HDFC Bank,NSDL,NSDL,IMOBILE,ICICI iMobile,17968,23358,-5390,Odisha,Goa,Auto Loan,Used Car Loan,LateNight
6749,2022,5,2,Reversal,Successful,0,Canara Bank,Bandhan Bank,CITIBANK,CITI Corporate (Merchant Acquiring Bank),AUBANK,BHIM AUPay(AU Small Finance Bank),1918,1918,0,Kerala,Bihar,Credit Card,Rewards Credit Card,LateNight
6808,2022,5,2,Reversal,Successful,0,Canara Bank,Bandhan Bank,CITIBANK,CITI Corporate (Merchant Acquiring Bank),AUBANK,BHIM AUPay(AU Small Finance Bank),1918,1918,0,Kerala,Bihar,Credit Card,Rewards Credit Card,LateNight
6857,2022,5,2,Reversal,Successful,0,Canara Bank,Bandhan Bank,CITIBANK,CITI Corporate (Merchant Acquiring Bank),AUBANK,BHIM AUPay(AU Small Finance Bank),1918,1918,0,Kerala,Bihar,Credit Card,Rewards Credit Card,LateNight
6873,2020,9,2,Reversal,Successful,0,DCB Bank (Development Credit Bank),IDBI Bank,SC,Standard Chartered UPI,IDFCFIRSTBANK,IDFC Bank BHIM UPI App,2654,2654,0,Rajasthan,Rajasthan,Line of Credit,Personal Line of Credit,LateNight
6897,2021,5,2,Reversal,Successful,0,Dhanlaxmi Bank,UCO Bank,DBAG,Deutsche Bank AG (Web Collect),YBL,PhonePe,40812,40812,0,Jharkhand,Andhra Pradesh,Line of Credit,Personal Line of Credit,LateNight
6933,2020,2,2,Reversal,Error,U16,AU Small Finance Bank,UCO Bank,UPI,BHIM UPI APP,BANDHAN,Bandhan Bank UPI,34200,34200,0,Tamil Nadu,Tamil Nadu,Credit Card,Secured Credit Card,LateNight
6945,2020,2,2,Reversal,Failed,U16,AU Small Finance Bank,UCO Bank,UPI,BHIM UPI APP,BANDHAN,Bandhan Bank UPI,34200,34200,0,Tamil Nadu,Tamil Nadu,Credit Card,Secured Credit Card,LateNight
6972,2020,9,2,Reversal,Successful,0,DCB Bank (Development Credit Bank),IDBI Bank,SC,Standard Chartered UPI,IDFCFIRSTBANK,IDFC Bank BHIM UPI App,2654,2654,0,Rajasthan,Rajasthan,Line of Credit,Personal Line of Credit,LateNight
7002,2021,5,2,Reversal,Successful,0,Dhanlaxmi Bank,UCO Bank,DBAG,Deutsche Bank AG (Web Collect),YBL,PhonePe,40812,40812,0,Jharkhand,Andhra Pradesh,Line of Credit,Personal Line of Credit,LateNight
7020,2020,2,2,Reversal,Failed,U16,AU Small Finance Bank,UCO Bank,UPI,BHIM UPI APP,BANDHAN,Bandhan Bank UPI,34200,34200,0,Tamil Nadu,Tamil Nadu,Credit Card,Secured Credit Card,LateNight
7038,2020,9,2,Reversal,Successful,0,DCB Bank (Development Credit Bank),IDBI Bank,SC,Standard Chartered UPI,IDFCFIRSTBANK,IDFC Bank BHIM UPI App,2654,2654,0,Rajasthan,Rajasthan,Line of Credit,Personal Line of Credit,LateNight
7056,2021,5,2,Reversal,Successful,0,Dhanlaxmi Bank,UCO Bank,DBAG,Deutsche Bank AG (Web Collect),YBL,PhonePe,40812,40812,0,Jharkhand,Andhra Pradesh,Line of Credit,Personal Line of Credit,LateNight
7084,2022,8,2,Reversal,Successful,0,IDBI Bank,North East Small Finance Bank,CITI,CITI Bank (Mobile Banking App),EAZYPAY,ICICI EasyPay,36454,36454,0,Bihar,West Bengal,Auto Loan,New Car Loan,LateNight
7085,2023,4,2,Reversal,Successful,0,Jammu & Kashmir Bank,Madhya Bihar Gramin Bank,UCOBANK,BHIM UCO UPI,EQUITAS,Equitas UPI,95352,95352,0,Tamil Nadu,Karnataka,Debit Card,Prepaid Debit Card,LateNight
7099,2021,1,2,Reversal,Successful,0,Kotak Mahindra Bank,Corporation Bank,YESBANK,BHIM YES Pay,CITIGOLD,CITI Bank (Mobile Banking App),91538,91538,0,Rajasthan,Rajasthan,Credit Card,Balance Transfer Credit Card,LateNight
7100,2019,11,2,Reversal,Successful,0,Oriental Bank of Commerce,Cosmos Co-operative Bank,BOI,BHIM BOI? UPI,CITI,CITI Bank (Mobile Banking App),45956,45956,0,Tamil Nadu,Kerala,Auto Loan,Used Car Loan,LateNight
7136,2022,8,2,Reversal,Successful,0,IDBI Bank,North East Small Finance Bank,CITI,CITI Bank (Mobile Banking App),EAZYPAY,ICICI EasyPay,36454,36454,0,Bihar,West Bengal,Auto Loan,New Car Loan,LateNight
7146,2021,1,2,Reversal,Successful,0,Kotak Mahindra Bank,Corporation Bank,YESBANK,BHIM YES Pay,CITIGOLD,CITI Bank (Mobile Banking App),91538,91538,0,Rajasthan,Rajasthan,Credit Card,Balance Transfer Credit Card,LateNight
7147,2019,11,2,Reversal,Successful,0,Oriental Bank of Commerce,Cosmos Co-operative Bank,BOI,BHIM BOI? UPI,CITI,CITI Bank (Mobile Banking App),45956,59742,-13786,Tamil Nadu,Kerala,Auto Loan,Used Car Loan,LateNight
7152,2023,4,2,Reversal,Successful,0,Jammu & Kashmir Bank,Madhya Bihar Gramin Bank,UCOBANK,BHIM UCO UPI,EQUITAS,Equitas UPI,95352,99960,-4608,Tamil Nadu,Karnataka,Debit Card,Prepaid Debit Card,LateNight
7175,2022,8,2,Reversal,Successful,0,IDBI Bank,North East Small Finance Bank,CITI,CITI Bank (Mobile Banking App),EAZYPAY,ICICI EasyPay,36454,36454,0,Bihar,West Bengal,Auto Loan,New Car Loan,LateNight
7185,2021,1,2,Reversal,Successful,0,Kotak Mahindra Bank,Corporation Bank,YESBANK,BHIM YES Pay,CITIGOLD,CITI Bank (Mobile Banking App),91538,91538,0,Rajasthan,Rajasthan,Credit Card,Balance Transfer Credit Card,LateNight
7186,2019,11,2,Reversal,Successful,0,Oriental Bank of Commerce,Cosmos Co-operative Bank,BOI,BHIM BOI? UPI,CITI,CITI Bank (Mobile Banking App),45956,59742,-13786,Tamil Nadu,Kerala,Auto Loan,Used Car Loan,LateNight
7194,2023,4,2,Reversal,Successful,0,Jammu & Kashmir Bank,Madhya Bihar Gramin Bank,UCOBANK,BHIM UCO UPI,EQUITAS,Equitas UPI,95352,99960,-4608,Tamil Nadu,Karnataka,Debit Card,Prepaid Debit Card,LateNight
7214,2023,7,2,Reversal,Successful,0,United Bank of India,Bank of India,DBS,Digibank (DBS),PAYZAPP,HDFC PayZapp,47106,47106,0,Gujarat,Gujarat,Credit Card,Secured Credit Card,LateNight
7233,2022,1,2,Reversal,Successful,0,Punjab National Bank (PNB),Jammu & Kashmir Bank,SCB,Standard Chartered UPI,IOB,BHIM IOB UPI,36650,36650,0,Uttar Pradesh,Kerala,Debit Card,Prepaid Debit Card,LateNight
7266,2022,1,2,Reversal,Successful,0,Punjab National Bank (PNB),Jammu & Kashmir Bank,SCB,Standard Chartered UPI,IOB,BHIM IOB UPI,36650,36650,0,Uttar Pradesh,Kerala,Debit Card,Prepaid Debit Card,LateNight
7282,2022,1,2,Reversal,Successful,0,Punjab National Bank (PNB),Jammu & Kashmir Bank,SCB,Standard Chartered UPI,IOB,BHIM IOB UPI,36650,36650,0,Uttar Pradesh,Kerala,Debit Card,Prepaid Debit Card,LateNight
7294,2023,7,2,Reversal,Successful,0,United Bank of India,Bank of India,DBS,Digibank (DBS),PAYZAPP,HDFC PayZapp,47106,49380,-2274,Gujarat,Gujarat,Credit Card,Secured Credit Card,LateNight
7332,2023,7,2,Reversal,Successful,0,United Bank of India,Bank of India,DBS,Digibank (DBS),PAYZAPP,HDFC PayZapp,47106,49380,-2274,Gujarat,Gujarat,Credit Card,Secured Credit Card,LateNight
7345,2022,5,4,Reversal,Successful,0,Jana Small Finance Bank,Syndicate Bank,AXISBANK,BHIM Axis Pay UPI App,KOTAK,BHIM KOTAK Pay,3002,3002,0,Bihar,Punjab,Line of Credit,Personal Line of Credit,EarlyMorning
7387,2022,5,4,Reversal,Successful,0,Jana Small Finance Bank,Syndicate Bank,AXISBANK,BHIM Axis Pay UPI App,KOTAK,BHIM KOTAK Pay,3002,3002,0,Bihar,Punjab,Line of Credit,Personal Line of Credit,EarlyMorning
7413,2022,5,4,Reversal,Successful,0,Jana Small Finance Bank,Syndicate Bank,AXISBANK,BHIM Axis Pay UPI App,KOTAK,BHIM KOTAK Pay,3002,3002,0,Bihar,Punjab,Line of Credit,Personal Line of Credit,EarlyMorning
7432,2023,5,4,Reversal,Successful,0,Bandhan Bank,IndusInd Bank,DBAG,Deutsche Bank AG (Web Collect),CSBPAY,CSB UPI,77826,77826,0,Jharkhand,Gujarat,Personal Loan,Unsecured Personal Loan,EarlyMorning
7473,2021,2,4,Reversal,Successful,0,Vijaya Bank,Equitas Small Finance Bank,DBS,Digibank (DBS),OKAXIS,BHIM Axis Pay UPI App,44746,44746,0,Rajasthan,Bihar,Debit Card,Standard Debit Card,EarlyMorning
7515,2023,5,4,Reversal,Successful,0,Bandhan Bank,IndusInd Bank,DBAG,Deutsche Bank AG (Web Collect),CSBPAY,CSB UPI,77826,81586,-3760,Jharkhand,Gujarat,Personal Loan,Unsecured Personal Loan,EarlyMorning
7534,2021,2,4,Reversal,Successful,0,Vijaya Bank,Equitas Small Finance Bank,DBS,Digibank (DBS),OKAXIS,BHIM Axis Pay UPI App,44746,44746,0,Rajasthan,Bihar,Debit Card,Standard Debit Card,EarlyMorning
7568,2023,5,4,Reversal,Successful,0,Bandhan Bank,IndusInd Bank,DBAG,Deutsche Bank AG (Web Collect),CSBPAY,CSB UPI,77826,81586,-3760,Jharkhand,Gujarat,Personal Loan,Unsecured Personal Loan,EarlyMorning
7582,2021,2,4,Reversal,Successful,0,Vijaya Bank,Equitas Small Finance Bank,DBS,Digibank (DBS),OKAXIS,BHIM Axis Pay UPI App,44746,44746,0,Rajasthan,Bihar,Debit Card,Standard Debit Card,EarlyMorning
7619,2021,7,4,Reversal,Successful,0,Indian Bank,Indian Bank,WAHDFCBANK,WhatsApp Pay,POSTBANK,India Post Payments Bank,9330,9330,0,Kerala,Haryana,Home Loan,Adjustable-Rate Mortgage (ARM),EarlyMorning
7621,2022,5,4,Reversal,Successful,0,Jana Small Finance Bank,City Union Bank,IMOBILE,ICICI iMobile,ABFSPAY,Bajaj Finserv,50292,50292,0,Goa,West Bengal,Credit Card,Balance Transfer Credit Card,EarlyMorning
7638,2022,7,4,Reversal,Successful,0,Baroda Gujarat Gramin Bank,RBL Bank,AUBANK,BHIM AUPay(AU Small Finance Bank),IBL,PhonePe,15658,15658,0,Punjab,Bihar,Home Loan,Adjustable-Rate Mortgage (ARM),EarlyMorning
7639,2020,4,4,Reversal,Successful,0,Jammu & Kashmir Bank,Punjab and Maharashtra Co-operative Bank (PMC),APMAHESH,APMAHESH,HSBC,HSBC Simple Pay,66374,66374,0,Punjab,Bihar,Credit Card,Secured Credit Card,EarlyMorning
7651,2020,4,4,Reversal,Successful,0,Jammu & Kashmir Bank,Punjab and Maharashtra Co-operative Bank (PMC),APMAHESH,APMAHESH,HSBC,HSBC Simple Pay,66374,66374,0,Punjab,Bihar,Credit Card,Secured Credit Card,EarlyMorning
7652,2022,7,4,Reversal,Successful,0,Baroda Gujarat Gramin Bank,RBL Bank,AUBANK,BHIM AUPay(AU Small Finance Bank),IBL,PhonePe,15658,15658,0,Punjab,Bihar,Home Loan,Adjustable-Rate Mortgage (ARM),EarlyMorning
7661,2021,7,4,Reversal,Successful,0,Indian Bank,Indian Bank,WAHDFCBANK,WhatsApp Pay,POSTBANK,India Post Payments Bank,9330,9330,0,Kerala,Haryana,Home Loan,Adjustable-Rate Mortgage (ARM),EarlyMorning
7673,2022,5,4,Reversal,Successful,0,Jana Small Finance Bank,City Union Bank,IMOBILE,ICICI iMobile,ABFSPAY,Bajaj Finserv,50292,50292,0,Goa,West Bengal,Credit Card,Balance Transfer Credit Card,EarlyMorning
7688,2021,7,4,Reversal,Successful,0,Indian Bank,Indian Bank,WAHDFCBANK,WhatsApp Pay,POSTBANK,India Post Payments Bank,9330,9330,0,Kerala,Haryana,Home Loan,Adjustable-Rate Mortgage (ARM),EarlyMorning
7697,2022,7,4,Reversal,Successful,0,Baroda Gujarat Gramin Bank,RBL Bank,AUBANK,BHIM AUPay(AU Small Finance Bank),IBL,PhonePe,15658,15658,0,Punjab,Bihar,Home Loan,Adjustable-Rate Mortgage (ARM),EarlyMorning
7698,2020,4,4,Reversal,Successful,0,Jammu & Kashmir Bank,Punjab and Maharashtra Co-operative Bank (PMC),APMAHESH,APMAHESH,HSBC,HSBC Simple Pay,66374,66374,0,Punjab,Bihar,Credit Card,Secured Credit Card,EarlyMorning
7719,2022,5,4,Reversal,Successful,0,Jana Small Finance Bank,City Union Bank,IMOBILE,ICICI iMobile,ABFSPAY,Bajaj Finserv,50292,50292,0,Goa,West Bengal,Credit Card,Balance Transfer Credit Card,EarlyMorning
7734,2022,9,4,Reversal,Successful,0,Dhanlaxmi Bank,NKGSB Co-operative Bank,AXISBANK,BHIM Axis Pay UPI App,IMOBILE,ICICI iMobile,31368,31368,0,Goa,Maharashtra,Auto Loan,Used Car Loan,EarlyMorning
7774,2022,11,4,Reversal,Successful,0,City Union Bank,City Union Bank,INDUS,BHIM Indus Pay,KMBL,Khalijeb,61816,61816,0,Andhra Pradesh,Tamil Nadu,Line of Credit,HELOC (Home Equity Line of Credit),EarlyMorning
7775,2019,8,4,Reversal,Successful,0,Jana Small Finance Bank,Tamilnad Mercantile Bank,MAIRTEL,My Airtel -Online recharge; Pay Bill ; Wallet; UPI,MYICICI,MI Pay,31248,31248,0,Odisha,West Bengal,Line of Credit,Personal Line of Credit,EarlyMorning
7799,2022,9,4,Reversal,Successful,0,Dhanlaxmi Bank,NKGSB Co-operative Bank,AXISBANK,BHIM Axis Pay UPI App,IMOBILE,ICICI iMobile,31368,31368,0,Goa,Maharashtra,Auto Loan,Used Car Loan,EarlyMorning
7839,2022,11,4,Reversal,Successful,0,City Union Bank,City Union Bank,INDUS,BHIM Indus Pay,KMBL,Khalijeb,61816,80360,-18544,Andhra Pradesh,Tamil Nadu,Line of Credit,HELOC (Home Equity Line of Credit),EarlyMorning
7840,2019,8,4,Reversal,Successful,0,Jana Small Finance Bank,Tamilnad Mercantile Bank,MAIRTEL,My Airtel -Online recharge; Pay Bill ; Wallet; UPI,MYICICI,MI Pay,31248,31248,0,Odisha,West Bengal,Line of Credit,Personal Line of Credit,EarlyMorning
7883,2022,9,4,Reversal,Successful,0,Dhanlaxmi Bank,NKGSB Co-operative Bank,AXISBANK,BHIM Axis Pay UPI App,IMOBILE,ICICI iMobile,31368,31368,0,Goa,Maharashtra,Auto Loan,Used Car Loan,EarlyMorning
7905,2022,11,4,Reversal,Successful,0,City Union Bank,City Union Bank,INDUS,BHIM Indus Pay,KMBL,Khalijeb,61816,80360,-18544,Andhra Pradesh,Tamil Nadu,Line of Credit,HELOC (Home Equity Line of Credit),EarlyMorning
7906,2019,8,4,Reversal,Successful,0,Jana Small Finance Bank,Tamilnad Mercantile Bank,MAIRTEL,My Airtel -Online recharge; Pay Bill ; Wallet; UPI,MYICICI,MI Pay,31248,31248,0,Odisha,West Bengal,Line of Credit,Personal Line of Credit,EarlyMorning
7931,2023,3,4,Reversal,Refunded,U78,North East Small Finance Bank,Punjab National Bank (PNB),DNSBANK,DNS Pay (Dombivli Nagarik Sahakari Bank Ltd),APL,AmazonPay,89956,89956,0,Telangana,Tamil Nadu,Auto Loan,Used Car Loan,EarlyMorning
7935,2022,9,4,Reversal,Successful,0,Indian Bank,Saraswat Cooperative Bank,COSMOS,COSMOS,RBL,BHIM RBL Pay,65220,65220,0,Jharkhand,Bihar,Auto Loan,New Car Loan,EarlyMorning
7970,2020,4,4,Reversal,Successful,0,Bank of India,Syndicate Bank,APL,AmazonPay,SPCB,SPCB,9928,9928,0,Jammu and Kashmir,Haryana,Home Loan,Adjustable-Rate Mortgage (ARM),EarlyMorning
7972,2023,8,4,Reversal,Successful,0,Punjab & Sind Bank,State Bank of India (SBI),OKAXIS,BHIM Axis Pay UPI App,IPPB,India Post Payments Bank,20188,20188,0,Maharashtra,Haryana,Line of Credit,Personal Line of Credit,EarlyMorning
8005,2023,3,4,Reversal,Refunded,U78,North East Small Finance Bank,Punjab National Bank (PNB),DNSBANK,DNS Pay (Dombivli Nagarik Sahakari Bank Ltd),APL,AmazonPay,89956,94304,-4348,Telangana,Tamil Nadu,Auto Loan,Used Car Loan,EarlyMorning
8014,2022,9,4,Reversal,Successful,0,Indian Bank,Saraswat Cooperative Bank,COSMOS,COSMOS,RBL,BHIM RBL Pay,65220,65220,0,Jharkhand,Bihar,Auto Loan,New Car Loan,EarlyMorning
8023,2023,8,4,Reversal,Successful,0,Punjab & Sind Bank,State Bank of India (SBI),OKAXIS,BHIM Axis Pay UPI App,IPPB,India Post Payments Bank,20188,21162,-974,Maharashtra,Haryana,Line of Credit,Personal Line of Credit,EarlyMorning
8045,2020,4,4,Reversal,Successful,0,Bank of India,Syndicate Bank,APL,AmazonPay,SPCB,SPCB,9928,9928,0,Jammu and Kashmir,Haryana,Home Loan,Adjustable-Rate Mortgage (ARM),EarlyMorning
8058,2023,3,4,Reversal,Refunded,U78,North East Small Finance Bank,Punjab National Bank (PNB),DNSBANK,DNS Pay (Dombivli Nagarik Sahakari Bank Ltd),APL,AmazonPay,89956,94304,-4348,Telangana,Tamil Nadu,Auto Loan,Used Car Loan,EarlyMorning
8067,2022,9,4,Reversal,Successful,0,Indian Bank,Saraswat Cooperative Bank,COSMOS,COSMOS,RBL,BHIM RBL Pay,65220,65220,0,Jharkhand,Bihar,Auto Loan,New Car Loan,EarlyMorning
8076,2023,8,4,Reversal,Successful,0,Punjab & Sind Bank,State Bank of India (SBI),OKAXIS,BHIM Axis Pay UPI App,IPPB,India Post Payments Bank,20188,21162,-974,Maharashtra,Haryana,Line of Credit,Personal Line of Credit,EarlyMorning
8083,2020,4,4,Reversal,Successful,0,Bank of India,Syndicate Bank,APL,AmazonPay,SPCB,SPCB,9928,9928,0,Jammu and Kashmir,Haryana,Home Loan,Adjustable-Rate Mortgage (ARM),EarlyMorning
8113,2023,8,4,Reversal,Successful,0,Punjab & Sind Bank,Bank of India,IDFCBANK,Ultracash,CSBPAY,CSB UPI,92980,92980,0,Haryana,Jharkhand,Line of Credit,Personal Line of Credit,EarlyMorning
8169,2023,8,4,Reversal,Successful,0,Punjab & Sind Bank,Bank of India,IDFCBANK,Ultracash,CSBPAY,CSB UPI,92980,97473,-4493,Haryana,Jharkhand,Line of Credit,Personal Line of Credit,EarlyMorning
8192,2023,8,4,Reversal,Successful,0,Punjab & Sind Bank,Bank of India,IDFCBANK,Ultracash,CSBPAY,CSB UPI,92980,97473,-4493,Haryana,Jharkhand,Line of Credit,Personal Line of Credit,EarlyMorning
8303,2019,7,4,Reversal,Successful,0,Cosmos Co-operative Bank,Corporation Bank,AXL,PhonePe,YESPAY,JusPay Technologies,93676,93676,0,Haryana,Tamil Nadu,Overdraft,Personal Overdraft,EarlyMorning
8304,2019,12,4,Reversal,Successful,0,Canara Bank,Punjab & Sind Bank,PINGPAY,Samsung Pay,JSB,JetPay (Janata Sahakari Bank),64814,64814,0,Maharashtra,Maharashtra,Debit Card,Standard Debit Card,EarlyMorning
8308,2021,11,4,Reversal,Successful,0,Jammu & Kashmir Bank,Syndicate Bank,JANABANK,JANABANK,CORP,BHIM Corp UPI,85870,85870,0,Rajasthan,Kerala,Debit Card,Standard Debit Card,EarlyMorning
8318,2021,3,4,Reversal,Successful,0,Oriental Bank of Commerce,City Union Bank,OKICICI,Google Pay,DNSBANK,DNS Pay (Dombivli Nagarik Sahakari Bank Ltd),72076,72076,0,West Bengal,Kerala,Home Loan,Fixed-Rate Mortgage,EarlyMorning
8328,2021,3,4,Reversal,Successful,0,Oriental Bank of Commerce,City Union Bank,OKICICI,Google Pay,DNSBANK,DNS Pay (Dombivli Nagarik Sahakari Bank Ltd),72076,72076,0,West Bengal,Kerala,Home Loan,Fixed-Rate Mortgage,EarlyMorning
8337,2021,11,4,Reversal,Successful,0,Jammu & Kashmir Bank,Syndicate Bank,JANABANK,JANABANK,CORP,BHIM Corp UPI,85870,111631,-25761,Rajasthan,Kerala,Debit Card,Standard Debit Card,EarlyMorning
8339,2019,7,4,Reversal,Successful,0,Cosmos Co-operative Bank,Corporation Bank,AXL,PhonePe,YESPAY,JusPay Technologies,93676,93676,0,Haryana,Tamil Nadu,Overdraft,Personal Overdraft,EarlyMorning
